,DATE,Home Index,Disposable income,population,Share Market,construction cost,Unemployment Rate,Year,Month,Interest Rate,Mortgage Rate
250,2022-11-01,298.312,16229.6,334287.0,39803.20428571429,1842206.0,6000,2022,11,3.78,6.805
251,2022-12-01,297.471,16265.1,334420.0,39625.947142857134,1840896.0,5722,2022,12,4.104193548387097,6.364
252,2023-01-01,297.025,16601.9,334533.0,40242.87,1882199.0,5694,2023,1,4.33,6.2725
253,2023-02-01,297.464,16656.1,334637.0,41592.128421052636,1889562.0,5936,2023,2,4.57,6.2575
254,2023-03-01,298.539,16730.2,334753.0,40228.87565217391,1901401.0,5839,2023,3,4.6490322580645165,6.544
255,2023-04-01,300.198,16770.5,334880.0,41553.50263157895,1907837.0,5657,2023,4,4.83,6.3425
256,2023-05-01,302.62,16829.7,335013.0,41728.321363636365,1946733.0,6097,2023,5,5.055806451612903,6.425
257,2023-06-01,304.651,16823.2,335163.0,43824.15380952381,1956226.0,5957,2023,6,5.076333333333333,6.714
258,2023-07-01,306.634,16783.7,335329.0,45551.657,1969005.0,5841,2023,7,5.12,6.84
259,2023-08-01,309.404,16764.6,335501.0,44979.726521739125,1988312.0,6355,2023,8,5.33,7.072
